Duration,Checking account,Credit amount,Purpose,Job ,Job,Sex ,Sex,Checking account ,Purpose ,csv,data_source,Saving accounts,Housing,Risk,Age,value,Unnamed: 0
9,moderate,1136,education,2,2,male,male,moderate,education,,kaggle,rich,free,bad,32,391779,349
12,NA,1386,car,2,2,female,female,NA,car,,kaggle,quite rich,own,bad,26,391779,647
12,NA,1291,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,35,391779,238
30,rich,1908,business,3,3,male,male,rich,business,,kaggle,little,own,bad,66,391779,213
21,NA,2476,car,3,3,male,male,NA,car,,kaggle,NA,own,good,46,391779,712
12,NA,776,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,28,391779,358
12,NA,1935,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,43,391779,206
24,rich,2892,furniture/equipment,2,2,male,male,rich,furniture/equipment,,kaggle,little,free,good,51,391779,793
6,rich,1047,education,1,1,female,female,rich,education,,kaggle,little,own,good,50,391779,664
15,NA,3812,car,2,2,female,female,NA,car,,kaggle,moderate,own,good,23,391779,258
18,NA,2320,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,34,391779,376
21,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
15,NA,1459,radio/TV,1,1,female,female,NA,radio/TV,,kaggle,little,own,good,43,391779,345
24,NA,3488,car,2,2,female,female,NA,car,,kaggle,moderate,own,good,23,391779,523
12,NA,2141,356,2,2,male,male,NA,356,,kaggle,moderate,own,good,35,391779,232
18,little,1880,radio/TV,3,3,male,male,little,radio/TV,,kaggle,little,own,good,32,391779,644
18,NA,3229,car,3,3,male,male,NA,car,,kaggle,NA,own,good,38,391779,352
15,,2631,repairs,,,,,,repairs,,kaggle,,,good,,391779,691
12,NA,1264,business,1,1,male,male,NA,business,,kaggle,NA,rent,good,57,391779,33
24,NA,1311,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,own,good,26,391779,533
24,,2896,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,692
36,NA,3349,furniture/equipment,3,3,female,female,NA,furniture/equipment,,kaggle,little,own,bad,28,391779,603
12,moderate,1318,car,2,2,male,male,moderate,car,,kaggle,rich,own,good,54,391779,94
12,NA,4675,car,2,2,female,female,NA,car,,kaggle,NA,rent,good,20,391779,296
24,little,4020,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,27,391779,31
15,NA,4623,education,3,3,male,male,NA,education,,kaggle,moderate,own,bad,40,391779,642
9,little,2136,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,25,391779,434
9,,,business,,,,,,business,,kaggle,,,good,,391779,
60,moderate,14782,vacation/others,3,3,female,female,moderate,vacation/others,,kaggle,moderate,free,bad,60,391779,374
12,NA,797,radio/TV,1,1,,,NA,radio/TV,,kaggle,NA,own,bad,,391779,92
30,moderate,3496,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,rich,own,good,34,391779,666
11,moderate,1577,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,rich,own,good,20,391779,167
9,little,1364,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,good,59,391779,848
15,NA,3368,car,2,2,male,male,NA,car,,kaggle,rich,rent,good,23,391779,280
12,NA,763,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,own,good,26,391779,171
30,little,2406,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,359
15,moderate,802,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,37,391779,265
36,little,5371,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,28,391779,148
12,NA,2096,education,1,1,male,male,NA,education,,kaggle,little,own,good,49,391779,2
12,NA,717,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,52,391779,246
24,NA,1249,car,2,2,male,male,NA,car,,kaggle,little,own,good,28,391779,847
12,rich,1480,car,0,0,male,male,rich,car,,kaggle,quite rich,free,good,66,391779,774
12,NA,1503,car,2,2,male,male,NA,car,,kaggle,little,rent,good,41,391779,532
6,moderate,1449,business,2,2,male,male,moderate,business,,kaggle,moderate,own,good,31,391779,110
18,,,repairs,,,,,,repairs,,kaggle,,,,,391779,
12,little,2121,car,2,2,male,male,little,car,,kaggle,little,own,good,30,391779,125
12,NA,1495,car,1,1,male,male,NA,car,,kaggle,little,own,good,38,391779,204
54,NA,9436,car,1,1,male,male,NA,car,,kaggle,NA,own,good,39,391779,78
12,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
24,little,1333,car,2,2,male,male,little,car,,kaggle,little,free,bad,43,391779,545
36,,,education,,,,,,education,,kaggle,,,bad,,391779,
12,little,902,education,2,2,male,male,little,education,,kaggle,little,rent,bad,21,391779,203
18,NA,2238,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,25,391779,385
24,rich,3148,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,NA,own,good,31,391779,718
10,rich,3949,car,1,1,male,male,rich,car,,kaggle,little,own,good,37,391779,344
60,little,6836,business,2,2,male,male,little,business,,kaggle,little,own,bad,63,391779,29
24,NA,3777,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,rich,own,good,50,391779,183
12,moderate,766,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,quite rich,own,bad,66,391779,137
18,little,4153,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,42,391779,899
18,little,7511,car,2,2,male,male,little,car,,kaggle,NA,free,bad,51,391779,796
15,NA,2708,furniture/equipment,1,1,male,male,NA,furniture/equipment,,kaggle,little,own,good,27,391779,132
24,NA,5943,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,NA,own,bad,44,391779,80
48,moderate,3844,business,1,1,male,male,moderate,business,,kaggle,moderate,free,bad,34,391779,191
24,little,2384,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,rent,good,64,391779,678
24,NA,1393,car,2,2,male,male,NA,car,,kaggle,little,own,good,31,391779,758
24,NA,2032,car,2,2,male,male,NA,car,,kaggle,little,free,good,60,391779,541
15,rich,2360,car,2,2,male,male,rich,car,,kaggle,quite rich,own,good,36,391779,506
36,NA,3835,radio/TV,1,1,female,female,NA,radio/TV,,kaggle,NA,own,good,45,391779,211
,little,8229,car,2,2,male,male,little,car,,kaggle,little,own,bad,26,391779,983
6,little,428,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,good,49,391779,750
6,NA,2978,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,quite rich,own,good,32,391779,165
24,rich,1925,furniture/equipment,2,2,male,male,rich,furniture/equipment,,kaggle,little,own,good,26,391779,248
18,little,4153,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,42,391779,899
36,little,1842,car,2,2,female,female,little,car,,kaggle,little,own,bad,34,391779,446
12,moderate,625,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,little,own,good,26,391779,220
15,little,3959,car,2,2,female,female,little,car,,kaggle,little,own,bad,29,391779,858
18,little,1049,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,good,21,391779,926
24,little,2957,car,2,2,male,male,little,car,,kaggle,little,own,good,63,391779,838
18,moderate,2622,business,2,2,male,male,moderate,business,,kaggle,moderate,own,good,34,391779,97
21,moderate,2767,business,1,1,male,male,moderate,business,,kaggle,moderate,rent,bad,61,391779,237
36,little,-876543456789,car,2,2,male,male,little,car,,kaggle,little,own,bad,24,391779,805
18,little,4380,car,1,1,male,male,little,car,,kaggle,moderate,own,good,35,391779,737
18,NA,3850,car,2,2,male,male,NA,car,,kaggle,little,own,good,27,391779,366
18,little,1190,repairs,0,0,female,female,little,repairs,,kaggle,little,free,bad,55,391779,429
6,NA,,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,24,391779,102
9,little,2136,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,25,391779,434
36,little,1977,education,3,3,male,male,little,education,,kaggle,NA,own,bad,40,391779,74
24,NA,1927,education,2,2,female,female,NA,education,,kaggle,NA,own,good,33,391779,577
60,moderate,9157,radio/TV,,,,,moderate,radio/TV,,kaggle,NA,free,good,27,391779,616
12,NA,1542,business,2,2,male,male,NA,business,,kaggle,little,own,good,36,391779,365
24,NA,717,car,2,2,male,male,NA,car,,kaggle,NA,own,good,54,391779,798
24,little,2359,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,moderate,own,bad,33,391779,918
18,NA,1169,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,29,391779,894
18,little,1216,car,2,2,female,female,little,car,,kaggle,little,rent,bad,23,391779,831
20,little,4272,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,good,24,391779,802
24,NA,2463,car,2,2,male,male,NA,car,,kaggle,moderate,own,good,27,391779,764
12,little,2214,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,own,good,24,391779,762
24,moderate,1743,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,little,own,good,48,391779,989
15,moderate,2326,business,2,2,male,male,moderate,business,,kaggle,quite rich,own,good,27,391779,388
24,little,1823,radio/TV,3,3,male,male,little,radio/TV,,kaggle,little,own,36,30,391779,235
15,rich,1271,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,NA,free,bad,39,391779,757
24,NA,1533,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,38,391779,267
12,NA,1592,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,rich,own,good,35,391779,897
21,NA,2241,furniture/equipment,2,2,,,NA,furniture/equipment,,kaggle,little,own,good,50,391779,662
10,little,2132,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,NA,rent,good,27,391779,117
24,NA,1287,car,2,2,female,female,NA,car,,kaggle,rich,own,good,37,391779,437
6,NA,2080,car,2,2,male,male,NA,car,,kaggle,quite rich,own,good,24,391779,673
18,NA,433,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,rent,bad,22,391779,249
11,moderate,1322,car,2,2,female,female,moderate,car,,kaggle,rich,own,good,40,391779,875
21,little,571,car,2,2,male,male,little,car,,kaggle,little,own,good,65,391779,179
6,NA,2080,car,2,2,male,male,NA,car,,kaggle,quite rich,own,good,24,391779,673
12,moderate,1318,car,,,male,male,moderate,car,,kaggle,rich,own,good,54,391779,94
48,NA,,car,1,1,female,female,NA,car,,kaggle,moderate,rent,bad,24,391779,333
12,NA,1264,business,,,male,male,NA,business,,kaggle,NA,rent,good,57,391779,33
14,little,3973,car,,,male,male,little,car,,kaggle,little,,good,22,391779,655
24,NA,1597,education,2,2,male,male,NA,education,,kaggle,little,free,good,54,391779,800
12,rich,1424,furniture/equipment,3,3,female,female,rich,furniture/equipment,,kaggle,NA,own,good,55,391779,448
36,little,1977,education,3,3,male,male,little,education,,kaggle,NA,own,bad,40,391779,74
30,NA,3077,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,40,391779,716
48,little,7685,business,2,2,female,female,little,business,,kaggle,little,rent,bad,37,391779,375
12,moderate,1103,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,good,29,391779,696
6,little,1169,radio/TV,2,2,male,male,little,radio/TV,,kaggle,NA,own,good,67,391779,0
36,moderate,5800,car,2,2,male,male,moderate,car,,kaggle,little,own,good,34,391779,893
30,rich,3017,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,47,391779,669
24,NA,5150,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,33,391779,676
15,little,3643,furniture/equipment,1,1,female,female,little,furniture/equipment,,kaggle,little,own,good,27,391779,319
18,NA,1568,business,1,1,female,female,NA,business,,kaggle,moderate,rent,good,24,391779,82
18,moderate,1295,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,good,27,391779,86
12,moderate,585,radio/TV,2,2,,,moderate,radio/TV,,kaggle,little,,,20,391779,513
24,NA,5150,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,33,391779,676
24,little,3234,furniture/equipment,1,1,female,female,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,570
18,little,750,education,,,female,female,little,education,,kaggle,little,,bad,27,391779,640
15,little,1053,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,good,27,391779,407
27,NA,5190,repairs,2,2,male,male,NA,repairs,,kaggle,NA,own,good,48,391779,65
24,little,2812,car,2,2,female,female,little,car,,kaggle,NA,rent,good,26,391779,770
6,,,car,2,2,female,female,,car,,kaggle,little,own,good,37,391779,515
12,little,2578,furniture/equipment,3,3,female,female,little,furniture/equipment,,kaggle,little,free,good,55,391779,396
36,NA,7127,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,,bad,23,391779,517
36,little,2712,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,41,391779,822
18,moderate,2899,car,2,2,,,moderate,car,,kaggle,NA,own,good,,391779,
30,NA,4272,business,1,1,male,male,NA,business,,kaggle,moderate,own,good,26,391779,384
18,little,1882,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,rent,bad,25,391779,727
24,rich,5152,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,25,391779,477
12,NA,2445,car,2,2,male,male,NA,car,,kaggle,NA,rent,good,26,391779,104
12,NA,1291,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,35,391779,238
15,NA,2186,furniture/equipment,1,1,female,female,NA,furniture/equipment,,kaggle,NA,rent,good,33,391779,898
9,NA,2753,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,own,good,35,391779,688
12,moderate,1484,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,NA,own,bad,25,391779,435
18,little,3966,car,2,2,female,female,little,car,,kaggle,little,rent,bad,33,391779,826
42,moderate,9283,car,3,3,male,male,moderate,car,,kaggle,little,free,good,55,391779,808
36,,,business,,,,,,business,,kaggle,,,bad,,391779,
15,NA,874,domestic appliances,2,2,female,female,NA,domestic appliances,,kaggle,NA,own,good,24,391779,873
15,NA,1471,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,free,good,35,391779,852
36,moderate,9034,furniture/equipment,3,3,male,male,moderate,furniture/equipment,,kaggle,moderate,rent,bad,29,391779,496
24,NA,2375,business,2,2,male,male,NA,business,,kaggle,quite rich,own,good,44,391779,830
24,NA,2978,business,2,2,male,male,NA,business,,kaggle,NA,own,good,32,391779,223
48,moderate,3566,business,2,2,male,male,moderate,business,,kaggle,moderate,own,good,30,391779,145
12,moderate,888,car,1,1,male,male,moderate,car,,kaggle,little,own,bad,41,391779,656
60,NA,13756,car,3,3,male,male,NA,car,,kaggle,NA,free,good,63,391779,373
24,NA,3863,business,2,2,male,male,NA,business,,kaggle,little,free,good,32,391779,599
18,NA,629,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,32,391779,710
21,little,3763,car,1,1,male,male,little,car,,kaggle,NA,own,good,24,391779,906
36,moderate,9857,business,1,1,male,male,moderate,business,,kaggle,moderate,own,good,31,391779,684
18,NA,1943,repairs,2,2,female,female,NA,repairs,,kaggle,little,own,bad,23,391779,842
24,moderate,5084,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,NA,own,good,42,391779,833
12,moderate,841,business,1,1,female,female,moderate,business,,kaggle,moderate,rent,good,23,391779,752
22,NA,1283,car,2,2,female,female,NA,car,,kaggle,NA,rent,good,25,391779,382
30,moderate,5234,car,3,3,male,male,moderate,car,,kaggle,little,own,bad,,391779,9
15,moderate,1512,repairs,2,2,male,male,moderate,repairs,,kaggle,rich,own,bad,61,391779,449
9,moderate,25364435423,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,good,25,391779,708
60,moderate,7418,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,NA,own,good,27,391779,255
30,moderate,2181,car,2,2,male,male,moderate,car,,kaggle,NA,own,good,36,391779,882
12,NA,707,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,30,391779,222
9,NA,1449,business,2,2,female,female,NA,business,,kaggle,little,own,good,27,391779,389
48,moderate,5096,furniture/equipment,3,3,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,30,391779,444
9,moderate,3195,car,1,1,female,female,moderate,car,,kaggle,NA,own,good,33,391779,909
9,moderate,5129,car,3,3,female,female,moderate,car,,kaggle,little,free,bad,74,391779,186
15,NA,3594,car,1,1,female,female,NA,car,,kaggle,little,own,good,46,391779,908
24,little,6872,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,55,391779,924
18,little,976,car,1,1,female,female,little,car,,kaggle,little,own,bad,23,391779,751
8,little,3398,car,1,1,male,male,little,car,,kaggle,little,own,good,39,391779,325
36,little,3620,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,37,391779,460
18,moderate,12976,car,3,3,female,female,moderate,car,,kaggle,little,free,bad,38,391779,381
6,NA,1221,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,NA,own,good,27,391779,792
24,moderate,11560,car,3,3,female,female,moderate,car,,kaggle,little,rent,bad,23,391779,736
28,little,4006,car,1,1,male,male,little,car,,kaggle,little,own,bad,45,391779,958
36,little,5493,car,2,2,male,male,little,car,,kaggle,little,free,good,42,391779,501
30,moderate,4280,business,1,1,female,female,moderate,business,,kaggle,moderate,rent,bad,26,391779,739
30,NA,2333,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,30,391779,40
36,NA,7409,business,2,2,male,male,NA,business,,kaggle,NA,own,good,37,391779,868
24,little,1987,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,rent,bad,21,391779,731
18,rich,3049,furniture/equipment,1,1,female,female,rich,furniture/equipment,,kaggle,little,own,good,45,391779,539
12,NA,1655,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,little,own,good,63,391779,769
36,moderate,3711,education,2,2,male,male,moderate,education,,kaggle,NA,own,good,27,391779,907
12,NA,926,car,0,0,female,female,NA,car,,kaggle,little,own,good,38,391779,697
18,NA,1149,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,rich,own,good,46,391779,427
,,,,,,,,,,,kaggle,,,bad,22,391779,555
,,,,,,,,,,,kaggle,,,,,391779,
24,NA,6842,car,3,3,male,male,NA,car,,kaggle,NA,own,good,46,391779,939
9,little,1138,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,own,good,25,391779,713
6,little,1203,car,2,2,male,male,little,car,,kaggle,moderate,own,good,43,391779,518
10,NA,2146,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,rent,good,23,391779,372
48,NA,3609,business,2,2,female,female,NA,business,,kaggle,little,own,good,27,391779,667
48,NA,6110,education,2,2,male,male,NA,education,,kaggle,little,free,good,31,391779,36
,,,,2,2,female,female,,,,kaggle,little,own,good,32,391779,704
36,NA,4463,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,little,own,bad,26,391779,357
15,NA,3568,radio/TV,3,3,female,female,NA,radio/TV,,kaggle,little,rent,good,54,391779,967
12,moderate,836,car,1,1,female,female,moderate,car,,kaggle,moderate,own,bad,23,391779,783
36,moderate,3990,domestic appliances,0,0,female,female,moderate,domestic appliances,,kaggle,NA,own,good,29,391779,735
48,NA,12749,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,37,391779,921
48,little,7119,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,free,bad,53,391779,522
